"﻿""Geslacht""","""Leeftijd""","""Soort opname""","""Diagnose""","""Perioden""","""Regio's""","""Opnamen per 10 000 inwoners (per 10 000 inwoners)""" 
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Nijmegen""",753
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Nissewaard""","962,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Noardeast-Fryslân""","788,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Noord-Beveland""","534,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Noordenveld""","634,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Noordoostpolder""",745
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Noordwijk""",404
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Noordwijkerhout""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Nuenen, Gerwen en Nederwetten""","804,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Nunspeet""","797,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Nuth""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oegstgeest""","404,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oirschot""","600,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oisterwijk""","692,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oldambt""",815
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oldebroek""","754,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oldenzaal""","832,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Olst-Wijhe""","735,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ommen""","660,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Onderbanken""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oost Gelre""","879,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oosterhout""","828,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ooststellingwerf""","723,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oostzaan""","654,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Opmeer""",493
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Opsterland""","651,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oss""","1009,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oud-Beijerland""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oude IJsselstreek""","812,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ouder-Amstel""","485,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ouderkerk""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Oudewater""","851,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Overbetuwe""","727,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Papendrecht""","784,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Peel en Maas""","793,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Pekela""","995,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Pijnacker-Nootdorp""","721,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Purmerend""","880,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Putten""","725,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Raalte""","797,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Reimerswaal""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Renkum""","704,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Renswoude""","956,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Reusel-De Mierden""","878,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rheden""","804,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rhenen""","543,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ridderkerk""","817,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rijnwaarden""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rijnwoude""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rijssen-Holten""","768,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rijswijk (ZH.)""","941,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Roerdalen""","996,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Roermond""","1082,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""De Ronde Venen""","627,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Roosendaal""","820,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rotterdam""",752
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rozendaal""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Rucphen""",896
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schagen""","722,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schermer""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Scherpenzeel""","839,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schiedam""",710
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schiermonnikoog""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schijndel""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schinnen""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schoonhoven""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Schouwen-Duiveland""","783,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Simpelveld""","1151,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Sint Anthonis""","706,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Sint-Michielsgestel""","742,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Sint-Oedenrode""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Sittard-Geleen""","877,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Skarsterlân""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Sliedrecht""","849,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Slochteren""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Sluis""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Smallingerland""","742,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Soest""","688,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Someren""","703,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Son en Breugel""","947,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Spijkenisse""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Stadskanaal""","1116,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Staphorst""",506
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Stede Broec""","873,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Steenbergen""","1039,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Steenwijkerland""","867,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Stein (L.)""","971,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Stichtse Vecht""","731,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Strijen""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Súdwest-Fryslân""","798,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Terneuzen""","982,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Terschelling""","457,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Texel""",618
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Teylingen""","696,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Tholen""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Tiel""","926,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Tilburg""","631,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Tubbergen""","958,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Twenterand""","809,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Tynaarlo""","690,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Tytsjerksteradiel""","710,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ubbergen""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Uden""","733,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Uitgeest""","764,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Uithoorn""","663,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Urk""","688,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Utrecht (gemeente)""","776,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Utrechtse Heuvelrug""","694,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vaals""","628,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Valkenburg aan de Geul""","677,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Valkenswaard""","710,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Veendam""","1052,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Veenendaal""","798,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Veere""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Veghel""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Veldhoven""",898
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Velsen""","659,2"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Venlo""","887,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Venray""","738,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vianen""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vijfheerenlanden""","688,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vlaardingen""","752,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vlagtwedde""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vlieland""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vlissingen""","821,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vlist""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Voerendaal""","988,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Voorschoten""","473,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Voorst""","932,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Vught""",769
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Waadhoeke""","886,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Waalre""","897,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Waalwijk""","598,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Waddinxveen""","981,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wageningen""",766
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wassenaar""","466,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Waterland""","736,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Weert""","977,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Weesp""",764
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Werkendam""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""West Betuwe""","769,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""West Maas en Waal""","786,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westerkwartier""","691,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westerveld""","711,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westervoort""","996,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westerwolde""","887,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westland""","808,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Weststellingwerf""",795
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Westvoorne""","818,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wierden""","947,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wijchen""","720,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wijdemeren""","635,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wijk bij Duurstede""","644,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Winsum""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Winterswijk""",735
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woensdrecht""","967,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woerden""","793,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""De Wolden""","719,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Wormerland""","581,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woudenberg""","901,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Woudrichem""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zaanstad""","656,8"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zaltbommel""","776,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zandvoort""",410
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zederik""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zeevang""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zeewolde""","577,7"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zeist""","766,9"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zevenaar""","875,6"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zoetermeer""","673,3"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zoeterwoude""","362,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zuidhorn""",
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zuidplas""","703,4"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zundert""",753
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zutphen""",949
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zwartewaterland""","719,1"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zwijndrecht""","978,5"
"""Mannen""","""1 tot 20 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Zwolle""","653,5"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aa en Hunze""","648,1"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aalburg""",
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aalsmeer""","470,2"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Aalten""","701,3"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Achtkarspelen""",682
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alblasserdam""","617,1"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Albrandswaard""","675,3"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alkmaar""","616,3"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Almelo""","749,2"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Almere""","517,8"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alphen aan den Rijn""","557,1"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Alphen-Chaam""","576,5"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Altena""","675,3"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Ameland""",430
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Amersfoort""","641,9"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Amstelveen""","401,5"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Amsterdam""","436,9"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Apeldoorn""","625,1"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Appingedam""","595,5"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Arnhem""","623,6"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Assen""","642,3"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Asten""","654,2"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Baarle-Nassau""","815,6"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Baarn""","545,5"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Barendrecht""","702,9"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Barneveld""",610
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bedum""",
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beek (L.)""","661,8"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beekdaelen""","611,4"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beemster""","478,4"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Beesel""","869,9"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bellingwedde""",
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Berg en Dal""","700,9"
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bergambacht""",
"""Mannen""","""20 tot 45 jaar""","""Totaal opnamen""","""Totaal alle diagnosen""","""2019*""","""Bergeijk""","645,5"
