Subject,Predicate,Object
Baarle-Nassau,hasNumberOfMen-avg-2019Until2021,3465.0
Baarle-Nassau,hasNumberOfMenInAgeGroup-20-65-avg,1908.6666666666667
Baarle-Nassau,hasNumberOfMenInAgeGroup-65-75-avg,520.0
Baarle-Nassau,hasNumberOfMenInAgeGroup-75-85-avg,296.0
Baarle-Nassau,hasNumberOfMenInAgeGroup-85-and-older-avg,79.0
Baarle-Nassau,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,661.3333333333334
Baarle-Nassau,hasNumberOfMinorities-avg,113.33333333333333
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-0-15-2021,947.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,324.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,345.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-15-25-2021,622.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,282.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-25-45-2021,1440.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,1432.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-45-65-2021,2013.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,2021.3333333333333
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,308.3333333333333
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,1395.6666666666667
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-65-and-older-2021,1877.0
Baarle-Nassau,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,455.3333333333333
Baarle-Nassau,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,304.6666666666667
Baarle-Nassau,hasNumberOfResidentsInCareInstitutions-avg,100.0
Baarle-Nassau,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,13.513440860215054
Baarle-Nassau,hasNumberOfUnmarried-2021,2857.0
Baarle-Nassau,hasNumberOfWidowed-2021,466.0
Baarle-Nassau,hasNumberOfWomen-2021,3438.0
Baarle-Nassau,hasNumberOfWomen-avg,3403.3333333333335
Baarle-Nassau,hasNumberOfWomen-avg-2019Until2021,3403.3333333333335
Baarle-Nassau,hasNumberOfWomenInAgeGroup-20-65-avg,1826.6666666666667
Baarle-Nassau,hasNumberOfWomenInAgeGroup-65-75-avg,513.3333333333334
Baarle-Nassau,hasNumberOfWomenInAgeGroup-75-85-avg,323.6666666666667
Baarle-Nassau,hasNumberOfWomenInAgeGroup-85-and-older-avg,119.0
Baarle-Nassau,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,620.6666666666666
Baarle-Nassau,hasOtherCausesOfDeath-avg-2019Until2021,64.18279569892474
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",3.7
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",7.1
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",8.35
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",8.0
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",2.6
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",2.75
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",7.4
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",2.55
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",5.75
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",2.05
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",4.9
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",5.75
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",7.15
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",3.0
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",6.8
Baarle-Nassau,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",3.0999999999999996
Baarle-Nassau,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,6868.333333333333
Baarle-Nassau,hasPopulationDensityPerSquareKm-2021,91.0
Baarle-Nassau,hasPopulationGrowth-avg-percentage-2019Until2021,0.4066666666666667
Baarle-Nassau,hasPopulationSize-2021,6899.0
Baarle-Nassau,hasPopulationSize-avg-2019Until2021,6868.333333333333
Baarle-Nassau,hasRelativeBirthSurplus-avg-x1000-2019Until2021,-2.5516129032258066
Baarle-Nassau,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,8.479301075268816
Baarle-Nassau,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,10.995698924731181
Baarle-Nassau,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,4.7
Baarle-Nassau,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,5.0
Baarle-Nassau,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,4.1000000000000005
Baarle-Nassau,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,20.833333333333332
Baarle-Nassau,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,29.433333333333334
Baarle-Nassau,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,4.5
Baarle-Nassau,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,20.333333333333332
Baarle-Nassau,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,6.633333333333333
Baarle-Nassau,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,4.466666666666667
Baarle-Nassau,hasRelativePopulationGrowth-avg-x1000-2019Until2021,4.594623655913979
Baarle-Nassau,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,75.66666666666667
Baarle-Nassau,hasTotalDemographicPressure-avg-percentage-2019Until2021,83.86666666666666
Baarn,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",13.366666666666665
Baarn,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",8.366666666666667
Baarn,"donorRegisterValues-avg-x1000-2019Until2021,total",21.733333333333334
Baarn,"hasAdmissions-x1000-2019,Men,0-years",16.0
Baarn,"hasAdmissions-x1000-2019,Men,1-20-years",6.0
Baarn,"hasAdmissions-x1000-2019,Men,20-45-years",45.0
Baarn,"hasAdmissions-x1000-2019,Men,45-65-years",536.0
Baarn,"hasAdmissions-x1000-2019,Men,65-80-years",594.0
Baarn,"hasAdmissions-x1000-2019,Men,80-years-or-older",76.0
Baarn,"hasAdmissions-x1000-2019,Women,0-years",15.0
Baarn,"hasAdmissions-x1000-2019,Women,1-20-years",59.0
Baarn,"hasAdmissions-x1000-2019,Women,20-45-years",514.0
Baarn,"hasAdmissions-x1000-2019,Women,45-65-years",603.0
Baarn,"hasAdmissions-x1000-2019,Women,65-80-years",174.0
Baarn,"hasAdmissions-x1000-2019,Women,80-years-or-older",121.0
Baarn,hasBirthSurplus-avg-2019Until2021,-57.32
Baarn,hasDeceased-avg-2019Until2021,338.0
Baarn,hasDepartureToAnotherMunicipality-avg-2019Until2021,1164.0
Baarn,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,74.0
Baarn,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,27.333333333333332
Baarn,hasDistanceToGPPractice-avg-km-2019Until2021,0.9393333333333334
Baarn,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,9.475999999999999
Baarn,hasDistanceToHospital-avg-km-2019Until2021,5.7700000000000005
Baarn,hasExternalCausesOfDeath-avg-2019Until2021,17.88
Baarn,hasGraduatesOfDoctorate-avg-2019Until2021,31.88
Baarn,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,99.86666666666667
Baarn,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,274.32
Baarn,hasGraduatesOfSecondaryEducation-avg-2019Until2021,428.32
Baarn,hasGreenDemographicPressure-avg-percentage-2019Until2021,39.166666666666664
Baarn,hasGreyDemographicPressure-avg-percentage-2019Until2021,43.666666666666664
Baarn,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,0.3115942028985507
Baarn,hasJobsInCommercialService-avg-percentage-2019Until2021,52.54
Baarn,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,8.376811594202898
Baarn,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,38.9
Baarn,hasLiveBornChildren-avg-2019Until2021,221.0
Baarn,hasNewFormations-avg-2018Until2020,76.0
Baarn,hasNewFormations-avg-2019Until2021,86.20666666666666
Baarn,hasNumberOfBirth-avg-2019Until2021,277.44
Baarn,hasNumberOfCardiovascularDisease-avg-2019Until2021,75.38666666666667
Baarn,hasNumberOfDeath-avg-2019Until2021,334.76
Baarn,hasNumberOfDivorced-2021,2239.0
Baarn,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,5.133333333333333
Baarn,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,7.093333333333334
Baarn,hasNumberOfMarried-2021,9455.0
Baarn,hasNumberOfMen-2021,12038.0
Baarn,hasNumberOfMen-avg,12017.333333333334
Baarn,hasNumberOfMen-avg-2019Until2021,12017.333333333334
Baarn,hasNumberOfMenInAgeGroup-20-65-avg,6680.333333333333
Baarn,hasNumberOfMenInAgeGroup-65-75-avg,1499.0
Baarn,hasNumberOfMenInAgeGroup-75-85-avg,796.6666666666666
Baarn,hasNumberOfMenInAgeGroup-85-and-older-avg,271.6666666666667
Baarn,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,2769.6666666666665
Baarn,hasNumberOfMinorities-avg,1171.6666666666667
Baarn,hasNumberOfPeopleInAgeGroup-0-15-2021,3882.0
Baarn,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,1375.3333333333333
Baarn,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,1409.6666666666667
Baarn,hasNumberOfPeopleInAgeGroup-15-25-2021,2426.0
Baarn,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,1058.3333333333333
Baarn,hasNumberOfPeopleInAgeGroup-25-45-2021,5216.0
Baarn,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,5216.666666666667
Baarn,hasNumberOfPeopleInAgeGroup-45-65-2021,7230.0
Baarn,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,7294.333333333333
Baarn,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,1341.3333333333333
Baarn,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,4299.0
Baarn,hasNumberOfPeopleInAgeGroup-65-and-older-2021,6038.0
Baarn,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,1626.3333333333333
Baarn,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,1188.0
Baarn,hasNumberOfResidentsInCareInstitutions-avg,1060.0
Baarn,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,22.58666666666667
Baarn,hasNumberOfUnmarried-2021,11512.0
Baarn,hasNumberOfWidowed-2021,1586.0
Baarn,hasNumberOfWomen-2021,12754.0
Baarn,hasNumberOfWomen-avg,12791.666666666666
Baarn,hasNumberOfWomen-avg-2019Until2021,12791.666666666666
Baarn,hasNumberOfWomenInAgeGroup-20-65-avg,6889.0
Baarn,hasNumberOfWomenInAgeGroup-65-75-avg,1690.3333333333333
Baarn,hasNumberOfWomenInAgeGroup-75-85-avg,1101.6666666666667
Baarn,hasNumberOfWomenInAgeGroup-85-and-older-avg,566.0
Baarn,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,2544.6666666666665
Baarn,hasOtherCausesOfDeath-avg-2019Until2021,132.70000000000002
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",2.45
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",5.3
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",3.2
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",4.6
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",5.05
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",5.9
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",9.05
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",0.39999999999999997
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",5.6000000000000005
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",6.35
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",1.2
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",5.949999999999999
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",8.3
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",4.15
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",1.5
Baarn,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",8.85
Baarn,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,24809.0
Baarn,hasPopulationDensityPerSquareKm-2021,762.0
Baarn,hasPopulationGrowth-avg-percentage-2019Until2021,0.15
Baarn,hasPopulationSize-2021,24792.0
Baarn,hasPopulationSize-avg-2019Until2021,24809.0
Baarn,hasRelativeBirthSurplus-avg-x1000-2019Until2021,-2.5233333333333334
Baarn,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,9.156666666666668
Baarn,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,11.681333333333333
Baarn,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,5.566666666666666
Baarn,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,5.7
Baarn,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,4.266666666666667
Baarn,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,21.0
Baarn,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,29.400000000000002
Baarn,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,5.3999999999999995
Baarn,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,17.333333333333332
Baarn,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,6.533333333333334
Baarn,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,4.8
Baarn,hasRelativePopulationGrowth-avg-x1000-2019Until2021,2.5626666666666664
Baarn,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,321.0
Baarn,hasTotalDemographicPressure-avg-percentage-2019Until2021,82.83333333333333
Barendrecht,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",24.400000000000002
Barendrecht,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",17.53333333333333
Barendrecht,"donorRegisterValues-avg-x1000-2019Until2021,total",41.93333333333333
Barendrecht,"hasAdmissions-x1000-2019,Men,0-years",26.0
Barendrecht,"hasAdmissions-x1000-2019,Men,1-20-years",46.0
Barendrecht,"hasAdmissions-x1000-2019,Men,20-45-years",2.0
Barendrecht,"hasAdmissions-x1000-2019,Men,45-65-years",563.0
Barendrecht,"hasAdmissions-x1000-2019,Men,65-80-years",857.0
Barendrecht,"hasAdmissions-x1000-2019,Men,80-years-or-older",529.0
Barendrecht,"hasAdmissions-x1000-2019,Women,0-years",229.0
Barendrecht,"hasAdmissions-x1000-2019,Women,1-20-years",12.0
Barendrecht,"hasAdmissions-x1000-2019,Women,20-45-years",465.0
Barendrecht,"hasAdmissions-x1000-2019,Women,45-65-years",0.0
Barendrecht,"hasAdmissions-x1000-2019,Women,65-80-years",537.0
Barendrecht,"hasAdmissions-x1000-2019,Women,80-years-or-older",276.0
Barendrecht,hasBirthSurplus-avg-2019Until2021,64.62666666666667
Barendrecht,hasDeceased-avg-2019Until2021,358.0
Barendrecht,hasDepartureToAnotherMunicipality-avg-2019Until2021,2341.0
Barendrecht,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,83.33333333333333
Barendrecht,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,32.0
Barendrecht,hasDistanceToGPPractice-avg-km-2019Until2021,1.1353333333333333
Barendrecht,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,5.519333333333333
Barendrecht,hasDistanceToHospital-avg-km-2019Until2021,5.446333333333333
Barendrecht,hasExternalCausesOfDeath-avg-2019Until2021,18.503333333333334
Barendrecht,hasGraduatesOfDoctorate-avg-2019Until2021,130.96
Barendrecht,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,194.54666666666665
Barendrecht,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,509.35999999999996
Barendrecht,hasGraduatesOfSecondaryEducation-avg-2019Until2021,679.5466666666667
Barendrecht,hasGreenDemographicPressure-avg-percentage-2019Until2021,44.73333333333333
Barendrecht,hasGreyDemographicPressure-avg-percentage-2019Until2021,30.933333333333337
Barendrecht,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,0.8617886178861789
Barendrecht,hasJobsInCommercialService-avg-percentage-2019Until2021,65.25666666666667
Barendrecht,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,10.626811594202898
Barendrecht,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,23.437037037037033
Barendrecht,hasLiveBornChildren-avg-2019Until2021,424.3333333333333
Barendrecht,hasNewFormations-avg-2018Until2020,103.66666666666667
Barendrecht,hasNewFormations-avg-2019Until2021,128.89666666666668
Barendrecht,hasNumberOfBirth-avg-2019Until2021,483.99666666666667
Barendrecht,hasNumberOfCardiovascularDisease-avg-2019Until2021,98.97666666666667
Barendrecht,hasNumberOfDeath-avg-2019Until2021,419.37000000000006
Barendrecht,hasNumberOfDivorced-2021,3284.0
Barendrecht,hasNumberOfGPPracticesWithin3Km-avg-2019Until2021,7.760000000000001
Barendrecht,hasNumberOfHospitalsWithin20Km-avg-2019Until2021,9.506666666666666
Barendrecht,hasNumberOfMarried-2021,21147.0
Barendrecht,hasNumberOfMen-2021,23929.0
Barendrecht,hasNumberOfMen-avg,23973.333333333332
Barendrecht,hasNumberOfMen-avg-2019Until2021,23973.333333333332
Barendrecht,hasNumberOfMenInAgeGroup-20-65-avg,13654.0
Barendrecht,hasNumberOfMenInAgeGroup-65-75-avg,2377.3333333333335
Barendrecht,hasNumberOfMenInAgeGroup-75-85-avg,1205.3333333333333
Barendrecht,hasNumberOfMenInAgeGroup-85-and-older-avg,348.0
Barendrecht,hasNumberOfMenInAgeGroupYoungerThanTwenty-avg,6388.666666666667
Barendrecht,hasNumberOfMinorities-avg,5925.0
Barendrecht,hasNumberOfPeopleInAgeGroup-0-15-2021,8617.0
Barendrecht,hasNumberOfPeopleInAgeGroup-10-15-avg-2019Until2021,3317.6666666666665
Barendrecht,hasNumberOfPeopleInAgeGroup-15-20-avg-2019Until2021,3625.0
Barendrecht,hasNumberOfPeopleInAgeGroup-15-25-2021,6314.0
Barendrecht,hasNumberOfPeopleInAgeGroup-20-25-avg-2019Until2021,2667.0
Barendrecht,hasNumberOfPeopleInAgeGroup-25-45-2021,10196.0
Barendrecht,hasNumberOfPeopleInAgeGroup-25-45-avg-2019Until2021,10292.666666666666
Barendrecht,hasNumberOfPeopleInAgeGroup-45-65-2021,14767.0
Barendrecht,hasNumberOfPeopleInAgeGroup-45-65-avg-2019Until2021,14748.0
Barendrecht,hasNumberOfPeopleInAgeGroup-5-10-avg-2019Until2021,3004.0
Barendrecht,hasNumberOfPeopleInAgeGroup-65-80-avg-2019Until2021,6506.333333333333
Barendrecht,hasNumberOfPeopleInAgeGroup-65-and-older-2021,8749.0
Barendrecht,hasNumberOfPeopleInAgeGroup-80-and-older-2019Until2021,2065.3333333333335
Barendrecht,hasNumberOfPeopleInAgeGroupYoungerThanFive-avg-2019Until2021,2450.6666666666665
Barendrecht,hasNumberOfResidentsInCareInstitutions-avg,450.0
Barendrecht,hasNumberOfRespiratorySystemDisease-avg-2019Until2021,33.53666666666667
Barendrecht,hasNumberOfUnmarried-2021,22082.0
Barendrecht,hasNumberOfWidowed-2021,2130.0
Barendrecht,hasNumberOfWomen-2021,24714.0
Barendrecht,hasNumberOfWomen-avg,24703.333333333332
Barendrecht,hasNumberOfWomen-avg-2019Until2021,24703.333333333332
Barendrecht,hasNumberOfWomenInAgeGroup-20-65-avg,14053.666666666666
Barendrecht,hasNumberOfWomenInAgeGroup-65-75-avg,2610.3333333333335
Barendrecht,hasNumberOfWomenInAgeGroup-75-85-avg,1446.0
Barendrecht,hasNumberOfWomenInAgeGroup-85-and-older-avg,584.6666666666666
Barendrecht,hasNumberOfWomenInAgeGroupYoungerThanTwenty-avg,6008.666666666667
Barendrecht,hasOtherCausesOfDeath-avg-2019Until2021,139.45666666666668
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,0-15-years",4.6
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,15-25-years",3.8000000000000003
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,25-35-years",4.2
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,35-45-years",5.9
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,45-55-years",3.9
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,55-65-years",5.45
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,65-75-years",7.3500000000000005
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Men,75-years-or-older",2.0
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,0-15-years",1.8499999999999999
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,15-25-years",4.8
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,25-35-years",4.25
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,35-45-years",2.1
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,45-55-years",5.85
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,55-65-years",1.6
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,65-75-years",8.7
Barendrecht,"hasPersonsWithMedicines-avg-percentage-2019Until2020,Women,75-years-or-older",7.149023929471033
Barendrecht,hasPopulationAtBeginningOfThePeriod-avg-2019Until2021,48676.666666666664
Barendrecht,hasPopulationDensityPerSquareKm-2021,2463.0
Barendrecht,hasPopulationGrowth-avg-percentage-2019Until2021,0.030000000000000002
Barendrecht,hasPopulationSize-2021,48643.0
Barendrecht,hasPopulationSize-avg-2019Until2021,48676.666666666664
Barendrecht,hasRelativeBirthSurplus-avg-x1000-2019Until2021,1.0586666666666666
Barendrecht,hasRelativeNumberOfBirth-avg-x1000-2019Until2021,8.848
Barendrecht,hasRelativeNumberOfDeath-avg-x1000-2019Until2021,7.821000000000001
Barendrecht,hasRelativePeopleInAgeGroup-10-15-avg-percentage-2019Until2021,6.8
Barendrecht,hasRelativePeopleInAgeGroup-15-20-avg-percentage-2019Until2021,7.466666666666666
Barendrecht,hasRelativePeopleInAgeGroup-20-25-avg-percentage-2019Until2021,5.466666666666666
Barendrecht,hasRelativePeopleInAgeGroup-25-45-avg-percentage-2019Until2021,21.166666666666668
Barendrecht,hasRelativePeopleInAgeGroup-45-65-avg-percentage-2019Until2021,30.333333333333332
Barendrecht,hasRelativePeopleInAgeGroup-5-10-avg-percentage-2019Until2021,6.2
Barendrecht,hasRelativePeopleInAgeGroup-65-80-avg-percentage-2019Until2021,13.366666666666667
Barendrecht,hasRelativePeopleInAgeGroup-80-and-older-avg-percentage-2019Until2021,4.266666666666667
Barendrecht,hasRelativePeopleInAgeGroupYoungerThanFive-avg-percentage-2019Until2021,5.0
Barendrecht,hasRelativePopulationGrowth-avg-x1000-2019Until2021,2.4053333333333335
Barendrecht,hasTotalAllUnderlyingCausesOfDeath-avg-2018Until2020,345.0
Barendrecht,hasTotalDemographicPressure-avg-percentage-2019Until2021,75.66666666666667
Barneveld,"donorRegisterValues-avg-x1000-2019Until2021,inDonorRegister",27.266666666666666
Barneveld,"donorRegisterValues-avg-x1000-2019Until2021,notInDonorRegister",21.53333333333333
Barneveld,"donorRegisterValues-avg-x1000-2019Until2021,total",48.833333333333336
Barneveld,"hasAdmissions-x1000-2019,Men,0-years",665.0
Barneveld,"hasAdmissions-x1000-2019,Men,1-20-years",64.0
Barneveld,"hasAdmissions-x1000-2019,Men,20-45-years",1.0
Barneveld,"hasAdmissions-x1000-2019,Men,45-65-years",649.0
Barneveld,"hasAdmissions-x1000-2019,Men,65-80-years",613.0
Barneveld,"hasAdmissions-x1000-2019,Men,80-years-or-older",615.0
Barneveld,"hasAdmissions-x1000-2019,Women,0-years",851.0
Barneveld,"hasAdmissions-x1000-2019,Women,1-20-years",25.0
Barneveld,"hasAdmissions-x1000-2019,Women,20-45-years",572.0
Barneveld,"hasAdmissions-x1000-2019,Women,45-65-years",554.0
Barneveld,"hasAdmissions-x1000-2019,Women,65-80-years",51.0
Barneveld,"hasAdmissions-x1000-2019,Women,80-years-or-older",9.0
Barneveld,hasBirthSurplus-avg-2019Until2021,247.00980392156862
Barneveld,hasDeceased-avg-2019Until2021,485.0
Barneveld,hasDepartureToAnotherMunicipality-avg-2019Until2021,1913.3333333333333
Barneveld,hasDiseasesOfTheCardiovascularSystem-avg-2018Until2020,111.0
Barneveld,hasDiseasesOfTheRespiratorySystem-avg-2018Until2020,36.666666666666664
Barneveld,hasDistanceToGPPractice-avg-km-2019Until2021,1.2343137254901961
Barneveld,hasDistanceToGeneralPracticeCenter-avg-km-2019Until2021,6.4372549019607845
Barneveld,hasDistanceToHospital-avg-km-2019Until2021,14.36862745098039
Barneveld,hasExternalCausesOfDeath-avg-2019Until2021,26.794117647058822
Barneveld,hasGraduatesOfDoctorate-avg-2019Until2021,68.28104575163398
Barneveld,hasGraduatesOfHigherVocationalEducation-avg-2019Until2021,162.33333333333334
Barneveld,hasGraduatesOfPost-SecondaryVocationalEducation-avg-2019Until2021,481.01307189542484
Barneveld,hasGraduatesOfSecondaryEducation-avg-2019Until2021,571.59477124183
Barneveld,hasGreenDemographicPressure-avg-percentage-2019Until2021,52.13333333333333
Barneveld,hasGreyDemographicPressure-avg-percentage-2019Until2021,30.066666666666666
Barneveld,hasJobsInA-AgricultureForestryFishing-avg-percentage-2019Until2021,1.3537414965986396
Barneveld,hasJobsInCommercialService-avg-percentage-2019Until2021,47.859477124183
Barneveld,hasJobsInIndustryEnergy-avg-percentage-2019Until2021,19.44557823129252
Barneveld,hasJobsInNon-CommercialServe-avg-percentage-2019Until2021,31.6797385620915
Barneveld,hasLiveBornChildren-avg-2019Until2021,867.0
Barneveld,hasNewFormations-avg-2018Until2020,129.33333333333334
Barneveld,hasNewFormations-avg-2019Until2021,124.93790849673202
Barneveld,hasNumberOfBirth-avg-2019Until2021,689.8006535947712
